sisulname,sisuladdr,tel
충현복지관,서울특별시 강남구 논현로98길 ,02-564-4885
샘,서울특별시 양천구 신정동 ,02-2648-2298
해마을주간보호센터,서울특별시 강남구 개포로,02-3412-2222
중랑구수어통역센터,서울특별시 중랑구 면목로 ,02-2208-1084
성모자애 엠마우스공동생활가정 1,서울특별시 강남구 헌릉로757길 ,02-3410-8893
성모자애엠마우스공동생활가정3호,서울특별시 강남구 헌릉로757길 ,02-3410-8894
성모자애공동생활가정,서울특별시 강남구 헌릉로757길 ,02-3410-8895
성모자애주간보호시설,서울특별시 강남구 헌릉로757길 ,02-3411-9581
성모자애제2주간보호시설,서울특별시 강남구 헌릉로757길 ,02-3411-9581
성모자애보호작업장,서울특별시 강남구 헌릉로757길 ,02-3411-9581
사랑손주간보호센터,서울특별시 동작구 사당로 ,02-525-9010
서울특별시립 장애인생산품판매시설,서울특별시 양천구 목동서로 ,02-2647-4100
동작구립장애인보호작업장,서울특별시 동작구 등용로12길 ,02-812-7178
성동주간보호센터,서울특별시 성동구 청계천로 ,02-2290-3103
성모보호작업장,서울특별시 성동구 금호산9가길,02-2238-5881
성동보호작업장,서울특별시 성동구 마장동 ,02-2290-3126
믿음의 집,서울특별시 성동구 금호산9가길 ,02-2232-5965
소망의 집,서울특별시 성동구 금호산9가길 ,02-2252-2036
사랑의 집,서울특별시 성동구 금호산9가길 ,02-2231-0412
기쁨의 집,서울특별시 성동구 무수막14길 ,02-2282-5581
광진장애인보호작업장,서울특별시 광진구 동일로80길,02-468-4376
은평구 수어통역센터,서울특별시 은평구 증산서길 ,02-358-7051
정립장애인보호작업장,서울특별시 광진구 워커힐로 ,02-454-5505
정립전자,서울특별시 광진구 워커힐로 ,02-446-6867
보라매그룹홈,서울특별시 동작구 보라매로13길 ,02-826-2396
자운그룹홈,서울특별시 도봉구 도봉로185길 ,02-990-7560
까리따스장애인주간보호센터,서울특별시 서초구 남부순환로,02-522-3034
사랑의 일터,서울특별시 서초구 서초대로,02-3477-5111
교남공동생활가정4호,서울특별시 강서구 까치산로8길 ,02-2698-3880
교남공동생활가정1호,서울특별시 강서구 까치산로16길 ,02-2608-9045
구로구립장애인보호작업장,서울특별시 구로구 경인로 ,02-2689-8791
동천재활체육시설,서울특별시 노원구 노원로18길 ,02-949-9114
교남공동생활가정6호,서울특별시 강서구 초록마을로8길 ,02-2606-4819
교남공동생활가정5호,서울특별시 강서구 화곡로31길 ,02-2698-9461
서초구수어통역센터,서울특별시 서초구 서운로23길 ,02-575-5120
서울남부보호작업장,서울특별시 동작구 여의대방로20길 ,02-841-2077
서울장애인종합복지관,서울특별시 강동구 고덕로 ,02-441-5001
오뚜기뇌성마비인주간보호센터,서울특별시 노원구 상계동 ,02-932-4412
참사랑주간보호센터,서울특별시 송파구 마천로 ,02-430-8003
번동보호작업장,서울특별시 강북구 한천로115길 ,02-987-8337
여성시각장애인주간보호센터,서울특별시 중구 소공로4길 ,02-318-1487
맑음터 단기보호시설,서울특별시 마포구 신수동 ,02-703-7105
연화직업재활원,서울특별시 송파구 가락로 ,02-2202-5865
하하센터,서울특별시 노원구 한글비석로24가길 ,02-937-5368
서초구립주간이용센터,서울특별시 서초구 남부순환로340길 ,02-522-0291
라파엘 주간보호시설,서울특별시 종로구 필운대로9나길,02-739-7024
서대문장애인주간보호시설,서울특별시 서대문구 북아현로4차길 ,023651262
서은단기보호시설,서울특별시 서대문구 가좌로 ,02-332-1214
브니엘공동생활가정,서울특별시 은평구 증산로19길,070-8273-3740
벧엘공동생활가정,서울특별시 은평구 가좌로,070-8276-3740
중계종합사회복지관장애인주간보호센터,서울특별시 노원구 덕릉로 ,02-933-0332
새생명장애인주간보호소,서울특별시 영등포구 도림로 ,02-848-6970
비둘기주간보호시설,서울특별시 종로구 동숭4길 ,02-766-9026
비둘기직업적응훈련센터,서울특별시 종로구 동숭4길,02-743-9026
중구수어통역센터,서울특별시 중구 퇴계로20길 ,02-3789-3268
미술작은예수의집,서울특별시 송파구 가락로11길,02-415-0546
영등포구수어통역센터,서울특별시 영등포구 경인로112길 ,02-6404-4291
노원구수어통역센터,서울특별시 노원구 상계로23길 ,02-931-6107
(사)대한안마사협회부설안마수련원,서울특별시 서초구 서초중앙로22길,025846363
한마음주간보호시설,서울특별시 강북구 삼양로 ,02-906-5009
한마음단기거주시설,서울특별시 강북구 삼양로119길 ,02-906-5088
햇빛자리,서울특별시 용산구 백범로47길 ,02-719-3789
마포장애인주간보호센터,서울특별시 마포구 성산로4길 ,02-302-1066
피어라희망센터,서울특별시 도봉구 도봉로120길,02-908-9100
무지개동산주간보호,서울특별시 송파구 성내천로22길,02-407-0863
송파구수어통역센터,서울특별시 송파구 송파대로 ,02-424-3323
성동구 수어통역센터,서울특별시 성동구 마장동,02-2299-3338
마라주간보호센터,서울특별시 송파구 송이로34길,02-3401-6008
주몽재활의원,서울특별시 강동구 상암로,070-8255-0355
장애인주간보호시설 인강원,서울특별시 도봉구 평화로15번길 ,02-955-0526
보호작업장 인강원,서울특별시 도봉구 평화로15번길,02-3493-0520
베데스다의집 아미네,서울특별시 도봉구 시루봉로13가길 ,02-3493-2123
도봉주간보호센터,서울특별시 도봉구 도당로,02-3494-5663
마라제3공동가정,서울특별시 송파구 송이로36길 ,02-406-7493
마라제1공동생활가정,서울특별시 송파구 송이로34길 ,02-408-7494
마라제2공동생활가정,서울특별시 송파구 송이로34길 ,02-408-7533
충현보호작업장,서울특별시 강남구 논현로98길 ,02-2192-0680
THE 채움,서울특별시 송파구 위례광장로,02-2043-8460
자립홈,서울특별시 용산구 후암로28라길,02-779-2122
헬렌켈러의집,서울특별시 강북구 삼양로91가길 ,02-905-1530
강남구수어통역센터,서울특별시 강남구 학동로 ,02-451-6798
논현공동생활가정,서울특별시 강남구 강남대로120길 ,02-518-3088
하상주간보호센터,서울특별시 강남구 개포로 ,02-451-6000
라온 홈,서울특별시 마포구 잔다리로9길 ,02-325-6676
한벗장애인주간보호시설,서울특별시 용산구 효창원로69길 ,02-713-5050
행복이가득한집,서울특별시 용산구 후암로28라길 ,02-2236-9081
임마누엘목동공동체,서울특별시 양천구 목동중앙본로17길,02-2646-3831
실로암배움울타리,서울특별시 관악구 조원로12길 ,070-7763-0184
사랑쉼터의집,서울특별시 강동구 상암로79길 ,02-428-7422
베다니주간보호센터,서울특별시 양천구 남부순환로65길,02-2692-5081
가브리엘의집,서울특별시 용산구 후암로35길,02-757-1511
동천일리하우스,서울특별시 노원구 노원로18길,029749501
우리집,서울특별시 강서구 양천로47길 ,02-2658-7556
나눔공동체,서울특별시 강서구 등촌로13바길 ,02-6405-0302
선린원,서울특별시 강서구 까치산로22길 ,02-2654-3372
잔디네집,서울특별시 마포구 월드컵로 ,02-338-0883
푸른터,서울특별시 강서구 초록마을로26길,02-3661-3431
푸른터2호,서울특별시 강서구 화곡로13길,02-2695-0815
푸른터3호,서울특별시 강서구 초록마을로8길,02-2695-0816
강서뇌성마비복지관,서울특별시 강서구 방화대로45길,02-2662-3491
그라나다보호작업센터,서울특별시 강서구 허준로5길,02-3661-3164
강서희망의집,서울특별시 강서구 강서로34길,02-2605-7980
주간보호센터 햇볕교실,서울특별시 강서구 개화동로21길 ,02-2663-0670
기쁜우리보호작업장,서울특별시 강서구 허준로,02-3665-3831
강서구휴먼희망일터,서울특별시 강서구 강서로,02-3665-1547
다복스위트홈,서울특별시 노원구 상계로5길 ,02-3296-2119
마라4공동생활가정,서울특별시 송파구 마천로39길 ,02-408-7491
양지골장애인주간보호시설,서울특별시 구로구 구로중앙로28길 ,02-859-7732
리드릭,서울특별시 영등포구 양산로,02-3667-4945
마포구립장애인직업재활센터(수아밀),서울특별시 마포구 매봉산로,02-302-0392
강남세움주간보호센터,서울특별시 강남구 광평로60길,02-2184-8769
파랑새교육원 주간보호,서울특별시 강서구 까치산로 ,02-2692-2614
화곡성모공동생활가정,서울특별시 강서구 초록마을로24길 ,02-2605-6521
강남장애인복지관,서울특별시 강남구 개포로 ,02-445-8006
헬렌의집 장애인단기보호시설,서울특별시 구로구 구로중앙로27나길 ,02-830-8807
로사리아 공동생활가정,서울특별시 강서구 초록마을로24길 ,02-2658-6594
우리집 주간보호,서울특별시 강서구 양천로47길 ,02-2658-7556
꿈손단기거주시설,서울특별시 강북구 인수봉로61길 ,02-904-0502
금천구수어통역센터,서울특별시 금천구 시흥대로147길 ,02-891-8301
시각장애인주간보호센터,서울특별시 중구 퇴계로20길,02-774-0085
동대문구수어통역센터,서울특별시 동대문구 청계천로 ,02-962-5798
샬롬의 집,서울특별시 강서구 방화대로7가길,02-2662-2488
디딤돌공동생활가정,서울특별시 도봉구 우이천로 ,070-8281-8879
역삼장애인주간보호센터,서울특별시 강남구 테헤란로8길,02-518-2270
신망애공동생활가정,서울특별시 강남구 도산대로50길 ,02-547-4186
서로함께공동생활가정,서울특별시 강남구 선릉로146길 ,02-852-0400
똘레랑스,서울특별시 은평구 연서로21길,02-352-2477
마로니에공동생활가정,서울특별시 종로구 혜화로12길 ,027449026
영락주간보호센터,서울특별시 중구 수표로,02-2280-0278
성모주간보호센터,서울특별시 성동구 독서당로44길,02-2298-1120
지앤지주간보호센터,서울특별시 도봉구 삼양로,029982855
동문장애인복지관,서울특별시 동대문구 장안벚꽃로7길,02-2244-3100
성민 그룹홈,서울특별시 도봉구 우이천로47길,02-931-7970
파란마음주간보호센터,서울특별시 중구 다산로22길 ,0222358708
구립용산장애인복지관,서울특별시 용산구 효창원로93길 ,02-707-1970
서초구립 한우리정보문화센터,서울특별시 서초구 남부순환로340길 ,02-2055-0909
다니엘의집4호,서울특별시 강남구 도산대로4길 ,070-8715-7627
행복한 집,서울특별시 마포구 성미산로 ,02-336-9182
성민복지관,서울특별시 노원구 노원로32길,02-931-7970
기쁜우리복지관,서울특별시 강서구 허준로,02-3665-3831
강북장애인종합복지관,서울특별시 강북구 오현로 ,02-989-4215
삼성소리샘복지관,서울특별시 동작구 양녕로30길 ,02-824-1414
서울시립뇌성마비복지관,서울특별시 노원구 상계동 ,02-932-4411
서울시립상이군경복지관,서울특별시 노원구 상계동,02-935-3675
서울장애인종합복지관보호작업장,서울특별시 강동구 고덕로,02-441-4207
성동장애인종합복지관,서울특별시 성동구 청계천로,02)2290-3100
성북시각장애인복지관,서울특별시 성북구 동소문로25가길,02-923-4555
실로암주간보호센터,서울특별시 관악구 조원로 ,02-875-2235
에덴장애인종합복지관,서울특별시 구로구 고척로21가길,02-2611-1711
정립회관,서울특별시 광진구 워커힐로,02-446-1237
한국시각장애인복지관,서울특별시 강동구 구천면로93길 ,02-440-5200
양천해누리복지관,서울특별시 양천구 목동동로 ,02-2061-2500
실로암시각장애인복지관,서울특별시 관악구 남부순환로 ,02-880-0500
서부장애인종합복지관,서울특별시 은평구 갈현로11길 ,02-351-3982
서대문장애인종합복지관,서울특별시 서대문구 북아현로 ,0231403000
해나무일터,서울특별시 구로구 남부순환로105라길,070-4423-6147
장애인주간보호센터청락원,서울특별시 금천구 금하로29길 ,02-806-1374
하늘동산,서울특별시 서초구 강남대로65길 ,02-592-7731
하상장애인복지관,서울특별시 강남구 개포로 ,024516000
희망의학교,서울특별시 광진구 천호대로 ,02-458-5599
